,Unnamed: 0,Name,Type,Family,Category,Material,FileName,NBR_COD,NBR_DESC
12703,12703,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 450x90mm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 450x90mm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12711,12711,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 70x45","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 70x45",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12712,12712,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 74X79 CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 74X79 CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12713,12713,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 75x45cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 75x45cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12715,12715,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 110x90cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 110x90cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12884,12884,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 75x40 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 75x40 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
12941,12941,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 70x40","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 70x40",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13112,13112,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 65x40 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 65x40 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13226,13226,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 60x40 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 60x40 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13283,13283,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 60x35 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 60x35 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13454,13454,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 50x35 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 50x35 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13568,13568,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 50x30 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 50x30 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13682,13682,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 40X30 CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 40X30 CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13796,13796,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 35X30 CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 35X30 CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13853,13853,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 35X25CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 35X25CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13910,13910,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 30X25 CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 30X25 CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13947,13947,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 25x25 cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 25x25 cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
13971,13971,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 0,315X0,834","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 0,315X0,834",Concreto-Viga retangular,Quadro estrutural,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14007,14007,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 20X20 CM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 20X20 CM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14009,14009,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 220x90mm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 220x90mm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14028,14028,RAV-SP180KRT-UL 2,RAV-SP180KRT-UL 2,Air_Conditioner-Split_System_Indoor-Carrier-Wall_Type,Equipamento mecânico,RAV-SP180KRT-UL 2,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14032,14032,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 80X80MM","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 80X80MM",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14035,14035,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 80X80","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 80X80",Concreto-Viga retangular,Quadro estrutural,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14044,14044,30.000 m³/h,30.000 m³/h,EXAUSTOR,Equipamento mecânico,30.000 m³/h,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14048,14048,Refer to Catalog,Refer to Catalog,Commercial_Heat_Trace_Chromalox_WTP-Freeze-Protection-Heat-Trace-Panel,Dispositivos elétricos,Refer to Catalog,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14049,14049,AWG 800x800 mm,AWG 800x800 mm,Veneziana de Exaustão,Acessórios de duto,AWG 800x800 mm,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14053,14053,Alarme de Parede,Alarme de Parede,SIRENE DE PAREDE - ALARME DE INCÊNDIO,Dispositivos de alarme de incêndio,Alarme de Parede,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14054,14054,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 190x90mm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 190x90mm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 190x90mm",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14069,14069,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 10X10 2","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 10X10 2",Concreto-Viga retangular,Quadro estrutural,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14134,14134,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 10x10cm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 10x10cm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14161,14161,RAV-SP180KRT-UL,RAV-SP180KRT-UL,Air_Conditioner-Split_System_Indoor-Carrier-Wall_Type,Equipamento mecânico,RAV-SP180KRT-UL,MG.BHZ.044-BAR-CLI-MOD-001-GERxxx-R00.nwc,,
14194,14194,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 110x90mm","3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC) - 110x90mm",Concreto-Retangular-Coluna,Pilares estruturais,"3E.04.30-Aquecimento, Ventilação e Ar Condicionado (AVAC)",MG.BHZ.044-BAR-PRE-MOD-001-GERxxx-R00.nwc,,
14285,14285,16x40cm,16x40cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14289,14289,PI-120-LajeConcreto,PI-120-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14296,14296,PI-130-LajeConcreto,PI-130-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14298,14298,16x30cm,16x30cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14379,14379,16x128cm,16x128cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14385,14385,PI-110-LajeConcreto,PI-110-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
14524,14524,PD,PD,EST_Escada_Complemento,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17590,17590,14x50cm,14x50cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17594,17594,14x54cm,14x54cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17599,17599,14x92cm,14x92cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17601,17601,14x52cm,14x52cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17603,17603,16x62cm,16x62cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17753,17753,20x100cm,20x100cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17758,17758,20x96cm,20x96cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17762,17762,20xVARcm,20xVARcm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17764,17764,20x40cm,20x40cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17765,17765,30x40cm,30x40cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17782,17782,60x90cm,60x90cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17784,17784,40x60cm,40x60cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17785,17785,"42,5x60cm","42,5x60cm",CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17786,17786,39x60cm,39x60cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17787,17787,20x60cm,20x60cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17796,17796,30xXcm,30xXcm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17797,17797,30x60cm,30x60cm,CON_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17829,17829,16x188cm,16x188cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17831,17831,16x100cm,16x100cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17844,17844,PI-020-LajeConcreto,PI-020-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17882,17882,PI-098-LajeConcreto,PI-098-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17897,17897,PI-880-LajeConcreto,PI-880-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17919,17919,PI-400-LajeConcreto,PI-400-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17923,17923,PI-1000-LajeConcreto,PI-1000-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17926,17926,30x14cm,30x14cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17935,17935,14x39cm,14x39cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17938,17938,14x24cm,14x24cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17940,17940,14x100cm,14x100cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
17949,17949,16x41cm,16x41cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18132,18132,20x35cm,20x35cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18136,18136,40x40,40x40,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18137,18137,30x58cm,30x58cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18234,18234,20x120cm,20x120cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18416,18416,PI-250-LajeConcreto,PI-250-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18430,18430,PI-200-LajeConcreto,PI-200-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18526,18526,60x60cm,60x60cm,CON_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18541,18541,30x20cm,30x20cm,CON_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18544,18544,59x16cm,59x16cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18549,18549,16x414cm,16x414cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18560,18560,25x140cm,25x140cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18572,18572,25x240cm,25x240cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18576,18576,16x220cm,16x220cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
18578,18578,CON-140,CON-140,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19039,19039,30x45cm,30x45cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19040,19040,40x40cm,40x40cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19047,19047,20x473cm,20x473cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19051,19051,22x50cm,22x50cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19064,19064,25x265cm,25x265cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19072,19072,20x414cm,20x414cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19073,19073,"22,5x220cm","22,5x220cm",EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19075,19075,20x220cm,20x220cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19080,19080,25x60cm,25x60cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19112,19112,20x30cm,20x30cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19113,19113,25x30cm,25x30cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19115,19115,25x50cm,25x50cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19122,19122,CON-300,CON-300,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19126,19126,PI-300-LajeConcreto,PI-300-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19130,19130,19x134cm,19x134cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19144,19144,45x48cm,45x48cm,EST_Viga_ConcretoRetangular,Quadro estrutural,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19158,19158,PI-140-LajeConcreto,PI-140-LajeConcreto,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19611,19611,47x220cm,47x220cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19612,19612,14x30cm,14x30cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19662,19662,19x30cm,19x30cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19743,19743,40x50cm,40x50cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19747,19747,52x414cm,52x414cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19748,19748,30x70cm,30x70cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19749,19749,40x414cm,40x414cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19754,19754,52x80cm,52x80cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19755,19755,45x45cm,45x45cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19768,19768,42x60cm,42x60cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19769,19769,45x60cm,45x60cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19770,19770,35x140cm,35x140cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19772,19772,40x140cm,40x140cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19777,19777,30x140cm,30x140cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19778,19778,35x265cm,35x265cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19780,19780,30x240cm,30x240cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19786,19786,25x220cm,25x220cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19787,19787,40x80cm,40x80cm,EST_Pilar_ConcretoRetangular,Pilares estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
19840,19840,CON-200,CON-200,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20041,20041,Concreto Magro -10cm,Concreto Magro -10cm,Laje de fundação,Fundações estruturais,Concreto - Moldado in loco,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20089,20089,S6-250x330/100cm,S6-250x330/100cm,FUN_Sapata_PiramidalDescentralizada,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20106,20106,S4-315x853/130cm,S4-315x853/130cm,FUN_Sapata_PiramidalRecorte,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20109,20109,S11-240x280/100cm,S11-240x280/100cm,FUN_Sapata_ CubicaPiramidal,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20113,20113,S7-190x370/60cm,S7-190x370/60cm,FUN_Sapata_ CubicaPiramidal,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20114,20114,S2-250x849/110cm,S2-250x849/110cm,FUN_Sapata_ CubicaPiramidal,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
20117,20117,S3-250x828/110cm,S3-250x828/110cm,FUN_Sapata_ CubicaPiramidal,Fundações estruturais,@Concreto,MG.BHZ.044-BAR-EST-MOD-001-GERxxx-R02.nwc,,
